Domain,Area,Element,Item,Year,Unit,Value
"Livestock Processed","Asia","Production","Lard","2005","tonnes","1999385"
"Livestock Processed","Asia","Production","Lard","2006","tonnes","2064021"
"Livestock Processed","Asia","Production","Lard","2007","tonnes","2081564"
"Livestock Processed","Asia","Production","Lard","2008","tonnes","2143975"
"Livestock Processed","Asia","Production","Lard","2009","tonnes","2195846"
"Livestock Processed","Asia","Production","Lard","2010","tonnes","2322593"
"Livestock Processed","Asia","Production","Lard","2011","tonnes","2326764"
"Livestock Processed","Asia","Production","Lard","2012","tonnes","2431703"
"Livestock Processed","Asia","Production","Lard","2013","tonnes","2484208"
"Livestock Processed","Asia","Production","Lard","2014","tonnes","2481746"
"Livestock Processed","Asia","Production","Milk, dry buttermilk","2004","tonnes","1000"
"Livestock Processed","Asia","Production","Milk, dry buttermilk","2005","tonnes","310"
"Livestock Processed","Asia","Production","Milk, dry buttermilk","2006","tonnes","330"
"Livestock Processed","Asia","Production","Milk, dry buttermilk","2007","tonnes","1000"
"Livestock Processed","Asia","Production","Milk, dry buttermilk","2008","tonnes","2200"
"Livestock Processed","Asia","Production","Milk, dry buttermilk","2009","tonnes","2600"
"Livestock Processed","Asia","Production","Milk, dry buttermilk","2010","tonnes","2700"
"Livestock Processed","Asia","Production","Milk, dry buttermilk","2011","tonnes","3500"
"Livestock Processed","Asia","Production","Milk, dry buttermilk","2012","tonnes","5150"
"Livestock Processed","Asia","Production","Milk, dry buttermilk","2013","tonnes","6700"
"Livestock Processed","Asia","Production","Milk, dry buttermilk","2014","tonnes","6700"
"Livestock Processed","Asia","Production","Milk, skimmed condensed","2004","tonnes","19530"
"Livestock Processed","Asia","Production","Milk, skimmed condensed","2005","tonnes","20284"
"Livestock Processed","Asia","Production","Milk, skimmed condensed","2006","tonnes","21667"
"Livestock Processed","Asia","Production","Milk, skimmed condensed","2007","tonnes","21031"
"Livestock Processed","Asia","Production","Milk, skimmed condensed","2008","tonnes","21861"
"Livestock Processed","Asia","Production","Milk, skimmed condensed","2009","tonnes","26659"
"Livestock Processed","Asia","Production","Milk, skimmed condensed","2010","tonnes","26092"
"Livestock Processed","Asia","Production","Milk, skimmed condensed","2011","tonnes","28056"
"Livestock Processed","Asia","Production","Milk, skimmed condensed","2012","tonnes","27643"
"Livestock Processed","Asia","Production","Milk, skimmed condensed","2013","tonnes","27571"
"Livestock Processed","Asia","Production","Milk, skimmed condensed","2014","tonnes","23394"
"Livestock Processed","Asia","Production","Milk, skimmed cow","2004","tonnes","17224617"
"Livestock Processed","Asia","Production","Milk, skimmed cow","2005","tonnes","17460114"
"Livestock Processed","Asia","Production","Milk, skimmed cow","2006","tonnes","17883708"
"Livestock Processed","Asia","Production","Milk, skimmed cow","2007","tonnes","18572162"
"Livestock Processed","Asia","Production","Milk, skimmed cow","2008","tonnes","18222182"
"Livestock Processed","Asia","Production","Milk, skimmed cow","2009","tonnes","18538342"
"Livestock Processed","Asia","Production","Milk, skimmed cow","2010","tonnes","18351366"
"Livestock Processed","Asia","Production","Milk, skimmed cow","2011","tonnes","18355963"
"Livestock Processed","Asia","Production","Milk, skimmed cow","2012","tonnes","19529446"
"Livestock Processed","Asia","Production","Milk, skimmed cow","2013","tonnes","19761982"
"Livestock Processed","Asia","Production","Milk, skimmed cow","2014","tonnes","20126255"
"Livestock Processed","Asia","Production","Milk, skimmed dried","2004","tonnes","378982"
"Livestock Processed","Asia","Production","Milk, skimmed dried","2005","tonnes","388447"
"Livestock Processed","Asia","Production","Milk, skimmed dried","2006","tonnes","379487"
"Livestock Processed","Asia","Production","Milk, skimmed dried","2007","tonnes","387583"
"Livestock Processed","Asia","Production","Milk, skimmed dried","2008","tonnes","372871"
"Livestock Processed","Asia","Production","Milk, skimmed dried","2009","tonnes","352754"
"Livestock Processed","Asia","Production","Milk, skimmed dried","2010","tonnes","339789"
"Livestock Processed","Asia","Production","Milk, skimmed dried","2011","tonnes","342915"
"Livestock Processed","Asia","Production","Milk, skimmed dried","2012","tonnes","370466"
"Livestock Processed","Asia","Production","Milk, skimmed dried","2013","tonnes","382882"
"Livestock Processed","Asia","Production","Milk, skimmed dried","2014","tonnes","366365"
"Livestock Processed","Asia","Production","Milk, whole condensed","2004","tonnes","247796"
"Livestock Processed","Asia","Production","Milk, whole condensed","2005","tonnes","299078"
"Livestock Processed","Asia","Production","Milk, whole condensed","2006","tonnes","280860"
"Livestock Processed","Asia","Production","Milk, whole condensed","2007","tonnes","280181"
"Livestock Processed","Asia","Production","Milk, whole condensed","2008","tonnes","272092"
"Livestock Processed","Asia","Production","Milk, whole condensed","2009","tonnes","353396"
"Livestock Processed","Asia","Production","Milk, whole condensed","2010","tonnes","364627"
"Livestock Processed","Asia","Production","Milk, whole condensed","2011","tonnes","405088"
"Livestock Processed","Asia","Production","Milk, whole condensed","2012","tonnes","353631"
"Livestock Processed","Asia","Production","Milk, whole condensed","2013","tonnes","348717"
"Livestock Processed","Asia","Production","Milk, whole condensed","2014","tonnes","360597"
"Livestock Processed","Asia","Production","Milk, whole dried","2004","tonnes","72437"
"Livestock Processed","Asia","Production","Milk, whole dried","2005","tonnes","80925"
"Livestock Processed","Asia","Production","Milk, whole dried","2006","tonnes","66849"
"Livestock Processed","Asia","Production","Milk, whole dried","2007","tonnes","66302"
"Livestock Processed","Asia","Production","Milk, whole dried","2008","tonnes","71853"
"Livestock Processed","Asia","Production","Milk, whole dried","2009","tonnes","68168"
"Livestock Processed","Asia","Production","Milk, whole dried","2010","tonnes","65079"
"Livestock Processed","Asia","Production","Milk, whole dried","2011","tonnes","60899"
"Livestock Processed","Asia","Production","Milk, whole dried","2012","tonnes","62337"
"Livestock Processed","Asia","Production","Milk, whole dried","2013","tonnes","71624"
"Livestock Processed","Asia","Production","Milk, whole dried","2014","tonnes","71524"
"Livestock Processed","Asia","Production","Milk, whole evaporated","2004","tonnes","452447"
"Livestock Processed","Asia","Production","Milk, whole evaporated","2005","tonnes","510166"
"Livestock Processed","Asia","Production","Milk, whole evaporated","2006","tonnes","451406"
"Livestock Processed","Asia","Production","Milk, whole evaporated","2007","tonnes","498496"
"Livestock Processed","Asia","Production","Milk, whole evaporated","2008","tonnes","494953"
"Livestock Processed","Asia","Production","Milk, whole evaporated","2009","tonnes","560527"
"Livestock Processed","Asia","Production","Milk, whole evaporated","2010","tonnes","559590"
"Livestock Processed","Asia","Production","Milk, whole evaporated","2011","tonnes","518591"
"Livestock Processed","Asia","Production","Milk, whole evaporated","2012","tonnes","547884"
"Livestock Processed","Asia","Production","Milk, whole evaporated","2013","tonnes","503339"
"Livestock Processed","Asia","Production","Milk, whole evaporated","2014","tonnes","502620"
"Livestock Processed","Asia","Production","Silk raw","2004","tonnes","142083"
"Livestock Processed","Asia","Production","Silk raw","2005","tonnes","149108"
"Livestock Processed","Asia","Production","Silk raw","2006","tonnes","160374"
"Livestock Processed","Asia","Production","Silk raw","2007","tonnes","162739"
"Livestock Processed","Asia","Production","Silk raw","2008","tonnes","161235"
"Livestock Processed","Asia","Production","Silk raw","2009","tonnes","160991"
"Livestock Processed","Asia","Production","Silk raw","2010","tonnes","162029"
"Livestock Processed","Asia","Production","Silk raw","2011","tonnes","162850"
"Livestock Processed","Asia","Production","Silk raw","2012","tonnes","165931"
"Livestock Processed","Asia","Production","Silk raw","2013","tonnes","165393"
"Livestock Processed","Asia","Production","Silk raw","2014","tonnes","165794"
"Livestock Processed","Asia","Production","Tallow","2004","tonnes","224048"
"Livestock Processed","Asia","Production","Tallow","2005","tonnes","227648"
"Livestock Processed","Asia","Production","Tallow","2006","tonnes","228315"
"Livestock Processed","Asia","Production","Tallow","2007","tonnes","229207"
"Livestock Processed","Asia","Production","Tallow","2008","tonnes","220291"
"Livestock Processed","Asia","Production","Tallow","2009","tonnes","214548"
"Livestock Processed","Asia","Production","Tallow","2010","tonnes","214656"
"Livestock Processed","Asia","Production","Tallow","2011","tonnes","216481"
"Livestock Processed","Asia","Production","Tallow","2012","tonnes","278363"
"Livestock Processed","Asia","Production","Tallow","2013","tonnes","357804"
"Livestock Processed","Asia","Production","Tallow","2014","tonnes","334324"
"Livestock Processed","Asia","Production","Whey, condensed","2004","tonnes","29024"
"Livestock Processed","Asia","Production","Whey, condensed","2005","tonnes","35944"
"Livestock Processed","Asia","Production","Whey, condensed","2006","tonnes","36670"
"Livestock Processed","Asia","Production","Whey, condensed","2007","tonnes","40207"
"Livestock Processed","Asia","Production","Whey, condensed","2008","tonnes","37721"
"Livestock Processed","Asia","Production","Whey, condensed","2009","tonnes","35493"
"Livestock Processed","Asia","Production","Whey, condensed","2010","tonnes","38817"
"Livestock Processed","Asia","Production","Whey, condensed","2011","tonnes","33886"
"Livestock Processed","Asia","Production","Whey, condensed","2012","tonnes","33243"
"Livestock Processed","Asia","Production","Whey, condensed","2013","tonnes","32945"
"Livestock Processed","Asia","Production","Whey, condensed","2014","tonnes","33515"
"Livestock Processed","Asia","Production","Whey, dry","2004","tonnes","11429"
"Livestock Processed","Asia","Production","Whey, dry","2005","tonnes","21968"
"Livestock Processed","Asia","Production","Whey, dry","2006","tonnes","25096"
"Livestock Processed","Asia","Production","Whey, dry","2007","tonnes","28086"
"Livestock Processed","Asia","Production","Whey, dry","2008","tonnes","20506"
"Livestock Processed","Asia","Production","Whey, dry","2009","tonnes","13565"
"Livestock Processed","Asia","Production","Whey, dry","2010","tonnes","16387"
"Livestock Processed","Asia","Production","Whey, dry","2011","tonnes","22087"
"Livestock Processed","Asia","Production","Whey, dry","2012","tonnes","26102"
"Livestock Processed","Asia","Production","Whey, dry","2013","tonnes","39596"
"Livestock Processed","Asia","Production","Whey, dry","2014","tonnes","40737"
"Livestock Processed","Asia","Production","Yoghurt","2004","tonnes","40941"
"Livestock Processed","Asia","Production","Yoghurt","2005","tonnes","46252"
"Livestock Processed","Asia","Production","Yoghurt","2006","tonnes","88212"
"Livestock Processed","Asia","Production","Yoghurt","2007","tonnes","90569"
"Livestock Processed","Asia","Production","Yoghurt","2008","tonnes","68758"
"Livestock Processed","Asia","Production","Yoghurt","2009","tonnes","58847"
"Livestock Processed","Asia","Production","Yoghurt","2010","tonnes","81021"
"Livestock Processed","Asia","Production","Yoghurt","2011","tonnes","65444"
"Livestock Processed","Asia","Production","Yoghurt","2012","tonnes","95196"
"Livestock Processed","Asia","Production","Yoghurt","2013","tonnes","144483"
"Livestock Processed","Asia","Production","Yoghurt","2014","tonnes","143253"
"Livestock Processed","Europe","Production","Butter of goat mlk","2004","tonnes",""
"Livestock Processed","Europe","Production","Butter of goat mlk","2005","tonnes",""
"Livestock Processed","Europe","Production","Butter of goat mlk","2006","tonnes",""
"Livestock Processed","Europe","Production","Butter of goat mlk","2007","tonnes",""
"Livestock Processed","Europe","Production","Butter of goat mlk","2008","tonnes",""
"Livestock Processed","Europe","Production","Butter of goat mlk","2009","tonnes",""
"Livestock Processed","Europe","Production","Butter of goat mlk","2010","tonnes",""
"Livestock Processed","Europe","Production","Butter of goat mlk","2011","tonnes",""
"Livestock Processed","Europe","Production","Butter of goat mlk","2012","tonnes","0"
"Livestock Processed","Europe","Production","Butter of goat mlk","2013","tonnes","0"
"Livestock Processed","Europe","Production","Butter of goat mlk","2014","tonnes","0"
"Livestock Processed","Europe","Production","Butter, cow milk","2004","tonnes","2609742"
"Livestock Processed","Europe","Production","Butter, cow milk","2005","tonnes","2626993"
"Livestock Processed","Europe","Production","Butter, cow milk","2006","tonnes","2534408"
"Livestock Processed","Europe","Production","Butter, cow milk","2007","tonnes","2541371"
"Livestock Processed","Europe","Production","Butter, cow milk","2008","tonnes","2525391"
"Livestock Processed","Europe","Production","Butter, cow milk","2009","tonnes","2403562"
"Livestock Processed","Europe","Production","Butter, cow milk","2010","tonnes","2344432"
"Livestock Processed","Europe","Production","Butter, cow milk","2011","tonnes","2350147"
"Livestock Processed","Europe","Production","Butter, cow milk","2012","tonnes","2427918"
"Livestock Processed","Europe","Production","Butter, cow milk","2013","tonnes","2428210"
"Livestock Processed","Europe","Production","Butter, cow milk","2014","tonnes","2476130"
"Livestock Processed","Europe","Production","Cheese of goat mlk","2004","tonnes","194010"
"Livestock Processed","Europe","Production","Cheese of goat mlk","2005","tonnes","196897"
"Livestock Processed","Europe","Production","Cheese of goat mlk","2006","tonnes","200784"
"Livestock Processed","Europe","Production","Cheese of goat mlk","2007","tonnes","203780"
"Livestock Processed","Europe","Production","Cheese of goat mlk","2008","tonnes","202512"
"Livestock Processed","Europe","Production","Cheese of goat mlk","2009","tonnes","197235"
"Livestock Processed","Europe","Production","Cheese of goat mlk","2010","tonnes","197720"
"Livestock Processed","Europe","Production","Cheese of goat mlk","2011","tonnes","199364"
"Livestock Processed","Europe","Production","Cheese of goat mlk","2012","tonnes","188764"
"Livestock Processed","Europe","Production","Cheese of goat mlk","2013","tonnes","193676"
"Livestock Processed","Europe","Production","Cheese of goat mlk","2014","tonnes","183444"
"Livestock Processed","Europe","Production","Cheese, buffalo milk","2004","tonnes","15727"
"Livestock Processed","Europe","Production","Cheese, buffalo milk","2005","tonnes","15727"
"Livestock Processed","Europe","Production","Cheese, buffalo milk","2006","tonnes","15727"
"Livestock Processed","Europe","Production","Cheese, buffalo milk","2007","tonnes","15727"
"Livestock Processed","Europe","Production","Cheese, buffalo milk","2008","tonnes","15727"
"Livestock Processed","Europe","Production","Cheese, buffalo milk","2009","tonnes","15727"
"Livestock Processed","Europe","Production","Cheese, buffalo milk","2010","tonnes","15727"
"Livestock Processed","Europe","Production","Cheese, buffalo milk","2011","tonnes","15727"
"Livestock Processed","Europe","Production","Cheese, buffalo milk","2012","tonnes","15727"
"Livestock Processed","Europe","Production","Cheese, buffalo milk","2013","tonnes","15727"
"Livestock Processed","Europe","Production","Cheese, buffalo milk","2014","tonnes","15727"
"Livestock Processed","Europe","Production","Cheese, sheep milk","2004","tonnes","377249"
"Livestock Processed","Europe","Production","Cheese, sheep milk","2005","tonnes","377227"
"Livestock Processed","Europe","Production","Cheese, sheep milk","2006","tonnes","376446"
"Livestock Processed","Europe","Production","Cheese, sheep milk","2007","tonnes","374472"
"Livestock Processed","Europe","Production","Cheese, sheep milk","2008","tonnes","377452"
"Livestock Processed","Europe","Production","Cheese, sheep milk","2009","tonnes","368927"
"Livestock Processed","Europe","Production","Cheese, sheep milk","2010","tonnes","386231"
"Livestock Processed","Europe","Production","Cheese, sheep milk","2011","tonnes","379757"
"Livestock Processed","Europe","Production","Cheese, sheep milk","2012","tonnes","354829"
"Livestock Processed","Europe","Production","Cheese, sheep milk","2013","tonnes","357158"
"Livestock Processed","Europe","Production","Cheese, sheep milk","2014","tonnes","341745"
"Livestock Processed","Europe","Production","Cheese, skimmed cow milk","2004","tonnes","1096601"
"Livestock Processed","Europe","Production","Cheese, skimmed cow milk","2005","tonnes","1077247"
"Livestock Processed","Europe","Production","Cheese, skimmed cow milk","2006","tonnes","1104366"
"Livestock Processed","Europe","Production","Cheese, skimmed cow milk","2007","tonnes","1088994"
"Livestock Processed","Europe","Production","Cheese, skimmed cow milk","2008","tonnes","1082695"
"Livestock Processed","Europe","Production","Cheese, skimmed cow milk","2009","tonnes","1099696"
"Livestock Processed","Europe","Production","Cheese, skimmed cow milk","2010","tonnes","1119583"
"Livestock Processed","Europe","Production","Cheese, skimmed cow milk","2011","tonnes","1145100"
"Livestock Processed","Europe","Production","Cheese, skimmed cow milk","2012","tonnes","1168811"
"Livestock Processed","Europe","Production","Cheese, skimmed cow milk","2013","tonnes","1189516"
"Livestock Processed","Europe","Production","Cheese, skimmed cow milk","2014","tonnes","1199396"
"Livestock Processed","Europe","Production","Cheese, whole cow milk","2004","tonnes","7852436"
"Livestock Processed","Europe","Production","Cheese, whole cow milk","2005","tonnes","8146443"
"Livestock Processed","Europe","Production","Cheese, whole cow milk","2006","tonnes","8264334"
"Livestock Processed","Europe","Production","Cheese, whole cow milk","2007","tonnes","8448548"
"Livestock Processed","Europe","Production","Cheese, whole cow milk","2008","tonnes","8482028"
"Livestock Processed","Europe","Production","Cheese, whole cow milk","2009","tonnes","8518568"
"Livestock Processed","Europe","Production","Cheese, whole cow milk","2010","tonnes","8799477"
"Livestock Processed","Europe","Production","Cheese, whole cow milk","2011","tonnes","8822873"
"Livestock Processed","Europe","Production","Cheese, whole cow milk","2012","tonnes","8992758"
"Livestock Processed","Europe","Production","Cheese, whole cow milk","2013","tonnes","9462644"
"Livestock Processed","Europe","Production","Cheese, whole cow milk","2014","tonnes","10083228"
"Livestock Processed","Europe","Production","Cream fresh","2004","tonnes","2479939"
"Livestock Processed","Europe","Production","Cream fresh","2005","tonnes","2546628"
"Livestock Processed","Europe","Production","Cream fresh","2006","tonnes","2630410"
"Livestock Processed","Europe","Production","Cream fresh","2007","tonnes","2639144"
"Livestock Processed","Europe","Production","Cream fresh","2008","tonnes","2672131"
"Livestock Processed","Europe","Production","Cream fresh","2009","tonnes","2676603"
"Livestock Processed","Europe","Production","Cream fresh","2010","tonnes","2727558"
"Livestock Processed","Europe","Production","Cream fresh","2011","tonnes","2765256"
"Livestock Processed","Europe","Production","Cream fresh","2012","tonnes","2833135"
"Livestock Processed","Europe","Production","Cream fresh","2013","tonnes","2781895"
"Livestock Processed","Europe","Production","Cream fresh","2014","tonnes","2832240"
"Livestock Processed","Europe","Production","Ghee, butteroil of cow milk","2004","tonnes",""
"Livestock Processed","Europe","Production","Ghee, butteroil of cow milk","2005","tonnes",""
"Livestock Processed","Europe","Production","Ghee, butteroil of cow milk","2006","tonnes",""
"Livestock Processed","Europe","Production","Ghee, butteroil of cow milk","2007","tonnes",""
"Livestock Processed","Europe","Production","Ghee, butteroil of cow milk","2008","tonnes",""
"Livestock Processed","Europe","Production","Ghee, butteroil of cow milk","2009","tonnes",""
"Livestock Processed","Europe","Production","Ghee, butteroil of cow milk","2010","tonnes",""
"Livestock Processed","Europe","Production","Ghee, butteroil of cow milk","2011","tonnes",""
"Livestock Processed","Europe","Production","Ghee, butteroil of cow milk","2012","tonnes","160"
"Livestock Processed","Europe","Production","Ghee, butteroil of cow milk","2013","tonnes","280"
"Livestock Processed","Europe","Production","Ghee, butteroil of cow milk","2014","tonnes","280"
"Livestock Processed","Europe","Production","Lard","2004","tonnes","2145563"
"Livestock Processed","Europe","Production","Lard","2005","tonnes","2182870"
"Livestock Processed","Europe","Production","Lard","2006","tonnes","2106643"
"Livestock Processed","Europe","Production","Lard","2007","tonnes","2193968"
"Livestock Processed","Europe","Production","Lard","2008","tonnes","2199598"
"Livestock Processed","Europe","Production","Lard","2009","tonnes","2211411"
"Livestock Processed","Europe","Production","Lard","2010","tonnes","2272422"
"Livestock Processed","Europe","Production","Lard","2011","tonnes","2280033"
"Livestock Processed","Europe","Production","Lard","2012","tonnes","2268511"
"Livestock Processed","Europe","Production","Lard","2013","tonnes","2296363"
"Livestock Processed","Europe","Production","Lard","2014","tonnes","2274305"
"Livestock Processed","Europe","Production","Milk, dry buttermilk","2004","tonnes","31450"
"Livestock Processed","Europe","Production","Milk, dry buttermilk","2005","tonnes","32450"
"Livestock Processed","Europe","Production","Milk, dry buttermilk","2006","tonnes","30450"
"Livestock Processed","Europe","Production","Milk, dry buttermilk","2007","tonnes","30450"
"Livestock Processed","Europe","Production","Milk, dry buttermilk","2008","tonnes","30450"
"Livestock Processed","Europe","Production","Milk, dry buttermilk","2009","tonnes","27550"
"Livestock Processed","Europe","Production","Milk, dry buttermilk","2010","tonnes","27757"
"Livestock Processed","Europe","Production","Milk, dry buttermilk","2011","tonnes","26892"
"Livestock Processed","Europe","Production","Milk, dry buttermilk","2012","tonnes","20020"
"Livestock Processed","Europe","Production","Milk, dry buttermilk","2013","tonnes","23600"
"Livestock Processed","Europe","Production","Milk, dry buttermilk","2014","tonnes","23600"
"Livestock Processed","Europe","Production","Milk, skimmed condensed","2004","tonnes","126570"
"Livestock Processed","Europe","Production","Milk, skimmed condensed","2005","tonnes","122970"
"Livestock Processed","Europe","Production","Milk, skimmed condensed","2006","tonnes","101520"
"Livestock Processed","Europe","Production","Milk, skimmed condensed","2007","tonnes","99020"
"Livestock Processed","Europe","Production","Milk, skimmed condensed","2008","tonnes","100420"
"Livestock Processed","Europe","Production","Milk, skimmed condensed","2009","tonnes","98260"
"Livestock Processed","Europe","Production","Milk, skimmed condensed","2010","tonnes","94060"
"Livestock Processed","Europe","Production","Milk, skimmed condensed","2011","tonnes","101260"
"Livestock Processed","Europe","Production","Milk, skimmed condensed","2012","tonnes","108010"
"Livestock Processed","Europe","Production","Milk, skimmed condensed","2013","tonnes","110110"
"Livestock Processed","Europe","Production","Milk, skimmed condensed","2014","tonnes","110110"
"Livestock Processed","Europe","Production","Milk, skimmed cow","2004","tonnes","66882496"
"Livestock Processed","Europe","Production","Milk, skimmed cow","2005","tonnes","67038995"
"Livestock Processed","Europe","Production","Milk, skimmed cow","2006","tonnes","65945538"
"Livestock Processed","Europe","Production","Milk, skimmed cow","2007","tonnes","65495128"
"Livestock Processed","Europe","Production","Milk, skimmed cow","2008","tonnes","65170907"
"Livestock Processed","Europe","Production","Milk, skimmed cow","2009","tonnes","63767359"
"Livestock Processed","Europe","Production","Milk, skimmed cow","2010","tonnes","62919935"
"Livestock Processed","Europe","Production","Milk, skimmed cow","2011","tonnes","63643443"
"Livestock Processed","Europe","Production","Milk, skimmed cow","2012","tonnes","66115001"
"Livestock Processed","Europe","Production","Milk, skimmed cow","2013","tonnes","66063855"
"Livestock Processed","Europe","Production","Milk, skimmed cow","2014","tonnes","66057408"
"Livestock Processed","Europe","Production","Milk, skimmed dried","2004","tonnes","1420689"
"Livestock Processed","Europe","Production","Milk, skimmed dried","2005","tonnes","1457848"
"Livestock Processed","Europe","Production","Milk, skimmed dried","2006","tonnes","1377019"
"Livestock Processed","Europe","Production","Milk, skimmed dried","2007","tonnes","1430794"
"Livestock Processed","Europe","Production","Milk, skimmed dried","2008","tonnes","1349045"
"Livestock Processed","Europe","Production","Milk, skimmed dried","2009","tonnes","1477292"
"Livestock Processed","Europe","Production","Milk, skimmed dried","2010","tonnes","1411228"
"Livestock Processed","Europe","Production","Milk, skimmed dried","2011","tonnes","1459437"
"Livestock Processed","Europe","Production","Milk, skimmed dried","2012","tonnes","1452667"
"Livestock Processed","Europe","Production","Milk, skimmed dried","2013","tonnes","1501541"
"Livestock Processed","Europe","Production","Milk, skimmed dried","2014","tonnes","1522410"
"Livestock Processed","Europe","Production","Milk, skimmed evaporated","2004","tonnes","51875"
"Livestock Processed","Europe","Production","Milk, skimmed evaporated","2005","tonnes","45766"
"Livestock Processed","Europe","Production","Milk, skimmed evaporated","2006","tonnes","42466"
"Livestock Processed","Europe","Production","Milk, skimmed evaporated","2007","tonnes","40366"
"Livestock Processed","Europe","Production","Milk, skimmed evaporated","2008","tonnes","38266"
"Livestock Processed","Europe","Production","Milk, skimmed evaporated","2009","tonnes","38966"
"Livestock Processed","Europe","Production","Milk, skimmed evaporated","2010","tonnes","36466"
"Livestock Processed","Europe","Production","Milk, skimmed evaporated","2011","tonnes","35366"
"Livestock Processed","Europe","Production","Milk, skimmed evaporated","2012","tonnes","32766"
"Livestock Processed","Europe","Production","Milk, skimmed evaporated","2013","tonnes","29666"
"Livestock Processed","Europe","Production","Milk, skimmed evaporated","2014","tonnes","29666"
"Livestock Processed","Europe","Production","Milk, whole condensed","2004","tonnes","230134"
"Livestock Processed","Europe","Production","Milk, whole condensed","2005","tonnes","231363"
"Livestock Processed","Europe","Production","Milk, whole condensed","2006","tonnes","258060"
"Livestock Processed","Europe","Production","Milk, whole condensed","2007","tonnes","265080"
"Livestock Processed","Europe","Production","Milk, whole condensed","2008","tonnes","299804"
"Livestock Processed","Europe","Production","Milk, whole condensed","2009","tonnes","297184"
"Livestock Processed","Europe","Production","Milk, whole condensed","2010","tonnes","274141"
"Livestock Processed","Europe","Production","Milk, whole condensed","2011","tonnes","292623"
"Livestock Processed","Europe","Production","Milk, whole condensed","2012","tonnes","285880"
"Livestock Processed","Europe","Production","Milk, whole condensed","2013","tonnes","269302"
"Livestock Processed","Europe","Production","Milk, whole condensed","2014","tonnes","289402"
"Livestock Processed","Europe","Production","Milk, whole dried","2004","tonnes","964028"
"Livestock Processed","Europe","Production","Milk, whole dried","2005","tonnes","931060"
"Livestock Processed","Europe","Production","Milk, whole dried","2006","tonnes","885379"
"Livestock Processed","Europe","Production","Milk, whole dried","2007","tonnes","886683"
"Livestock Processed","Europe","Production","Milk, whole dried","2008","tonnes","957090"
"Livestock Processed","Europe","Production","Milk, whole dried","2009","tonnes","934669"
"Livestock Processed","Europe","Production","Milk, whole dried","2010","tonnes","962199"
"Livestock Processed","Europe","Production","Milk, whole dried","2011","tonnes","938061"
"Livestock Processed","Europe","Production","Milk, whole dried","2012","tonnes","881497"
"Livestock Processed","Europe","Production","Milk, whole dried","2013","tonnes","867858"
"Livestock Processed","Europe","Production","Milk, whole dried","2014","tonnes","865267"
"Livestock Processed","Europe","Production","Milk, whole evaporated","2004","tonnes","1224933"
"Livestock Processed","Europe","Production","Milk, whole evaporated","2005","tonnes","1216363"
"Livestock Processed","Europe","Production","Milk, whole evaporated","2006","tonnes","1241233"
"Livestock Processed","Europe","Production","Milk, whole evaporated","2007","tonnes","1249810"
"Livestock Processed","Europe","Production","Milk, whole evaporated","2008","tonnes","1268147"
"Livestock Processed","Europe","Production","Milk, whole evaporated","2009","tonnes","1260777"
"Livestock Processed","Europe","Production","Milk, whole evaporated","2010","tonnes","1293436"
"Livestock Processed","Europe","Production","Milk, whole evaporated","2011","tonnes","1330520"
"Livestock Processed","Europe","Production","Milk, whole evaporated","2012","tonnes","1348266"
"Livestock Processed","Europe","Production","Milk, whole evaporated","2013","tonnes","1244763"
"Livestock Processed","Europe","Production","Milk, whole evaporated","2014","tonnes","1272993"
"Livestock Processed","Europe","Production","Silk raw","2004","tonnes","2107"
"Livestock Processed","Europe","Production","Silk raw","2005","tonnes","2137"
"Livestock Processed","Europe","Production","Silk raw","2006","tonnes","2137"
"Livestock Processed","Europe","Production","Silk raw","2007","tonnes","2137"
"Livestock Processed","Europe","Production","Silk raw","2008","tonnes","2137"
"Livestock Processed","Europe","Production","Silk raw","2009","tonnes","2137"
"Livestock Processed","Europe","Production","Silk raw","2010","tonnes","2132"
"Livestock Processed","Europe","Production","Silk raw","2011","tonnes","2132"
"Livestock Processed","Europe","Production","Silk raw","2012","tonnes","2132"
"Livestock Processed","Europe","Production","Silk raw","2013","tonnes","2132"
"Livestock Processed","Europe","Production","Silk raw","2014","tonnes","2132"
"Livestock Processed","Europe","Production","Tallow","2004","tonnes","826410"
"Livestock Processed","Europe","Production","Tallow","2005","tonnes","802578"
"Livestock Processed","Europe","Production","Tallow","2006","tonnes","752545"
"Livestock Processed","Europe","Production","Tallow","2007","tonnes","751375"
"Livestock Processed","Europe","Production","Tallow","2008","tonnes","758409"
"Livestock Processed","Europe","Production","Tallow","2009","tonnes","781812"
"Livestock Processed","Europe","Production","Tallow","2010","tonnes","797945"
"Livestock Processed","Europe","Production","Tallow","2011","tonnes","779323"
"Livestock Processed","Europe","Production","Tallow","2012","tonnes","758108"
"Livestock Processed","Europe","Production","Tallow","2013","tonnes","750158"
"Livestock Processed","Europe","Production","Tallow","2014","tonnes","746179"
"Livestock Processed","Europe","Production","Whey, condensed","2004","tonnes","173575"
"Livestock Processed","Europe","Production","Whey, condensed","2005","tonnes","177975"
"Livestock Processed","Europe","Production","Whey, condensed","2006","tonnes","205400"
"Livestock Processed","Europe","Production","Whey, condensed","2007","tonnes","314225"
"Livestock Processed","Europe","Production","Whey, condensed","2008","tonnes","275075"
"Livestock Processed","Europe","Production","Whey, condensed","2009","tonnes","212875"
"Livestock Processed","Europe","Production","Whey, condensed","2010","tonnes","336050"
