Domain,Area,Element,Item,Year,Unit,Value
"Livestock Primary","Oceania","Production","Milk,Total","2005","tonnes","24831778"
"Livestock Primary","Oceania","Production","Milk,Total","2006","tonnes","25328833"
"Livestock Primary","Oceania","Production","Milk,Total","2007","tonnes","25269378"
"Livestock Primary","Oceania","Production","Milk,Total","2008","tonnes","24508330"
"Livestock Primary","Oceania","Production","Milk,Total","2009","tonnes","25939972"
"Livestock Primary","Oceania","Production","Milk,Total","2010","tonnes","26101426"
"Livestock Primary","Oceania","Production","Milk,Total","2011","tonnes","26511125"
"Livestock Primary","Oceania","Production","Milk,Total","2012","tonnes","28681586"
"Livestock Primary","Oceania","Production","Milk,Total","2013","tonnes","29062530"
"Livestock Primary","Oceania","Production","Milk,Total","2014","tonnes","30930896"
"Livestock Primary","Oceania","Production","Sheep and Goat Meat","2004","tonnes","1098192"
"Livestock Primary","Oceania","Production","Sheep and Goat Meat","2005","tonnes","1149090"
"Livestock Primary","Oceania","Production","Sheep and Goat Meat","2006","tonnes","1189533"
"Livestock Primary","Oceania","Production","Sheep and Goat Meat","2007","tonnes","1281258"
"Livestock Primary","Oceania","Production","Sheep and Goat Meat","2008","tonnes","1276868"
"Livestock Primary","Oceania","Production","Sheep and Goat Meat","2009","tonnes","1173957"
"Livestock Primary","Oceania","Production","Sheep and Goat Meat","2010","tonnes","1057551"
"Livestock Primary","Oceania","Production","Sheep and Goat Meat","2011","tonnes","998763"
"Livestock Primary","Oceania","Production","Sheep and Goat Meat","2012","tonnes","1042178"
"Livestock Primary","Oceania","Production","Sheep and Goat Meat","2013","tonnes","1174553"
"Livestock Primary","Oceania","Production","Sheep and Goat Meat","2014","tonnes","1242498"
